Name,Size,Type,Alignment,AC,HP,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Passive_Perception,Senses,Languages,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Habitat,Treasure,Gear,Traits,Actions,Reactions,Bonus_Actions,Legendary_Actions,Legendary_Actions_Num,Legendary_Actions_Desc,Source_Name,Image_URL
Swarm of Wasps,Medium,swarm of tiny beasts,Unaligned,12 (Natural Armor),22 (5d8),"5 ft., fly 30 ft.",1/2,100,3,-4,13,+1,10,+0,1,-5,7,-2,1,-5,,,8,Blindsight 10 Ft.,,,,"Bludgeoning, Piercing, Slashing",,"Charmed, Frightened, Grappled, Paralyzed, Petrified, Prone, Restrained, Stunned",,,,"Swarm: The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",Bites (swarm has more than half HP):  | Bites (swarm has half HP or less): ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116320/r1VSVVb6lc7W1oUk5JnlBQ/original.png
Tarrasque,Gargantuan,monstrosity (titan),Unaligned,25 (Natural Armor),676 (33d20+330),40 ft.,30,"155,000",30,+10,11,+0,30,+10,3,-4,11,+0,11,+0,"Int +5, Wis +9, Cha +9",,10,Blindsight 120 Ft.,,,,,"Fire, Poison; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Charmed, Frightened, Paralyzed, Poisoned",,,,"Legendary Resistance (3/Day): If the tarrasque fails a saving throw, it can choose to succeed instead. | Magic Resistance: The tarrasque has advantage on saving throws against spells and other magical effects. | Reflective Carapace: Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target. | Siege Monster: The tarrasque deals double damage to objects and structures.","Multiattack: The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite, two with its claws, one with its horns, and one with its tai l. It can use its Swallow instead of its bite. | Bite: If the target is a creature, it is grappled (escape DC 20). Until this grapple ends, the target is restrained, and the tarrasque can't bite another target | Claw:  | Horns:  | Tail: If the target is a creature, it must succeed on a DC 20 Strength saving throw or be knocked prone | Frightful Presence: Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the tarrasque is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the tarrasque's Frightful Presence for the next 24 hours. | Swallow: The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits, the target takes the bite's damage, the target is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the tarrasque, and it takes 56 (16d6) acid damage at the start of each of the tarrasque's turns. If the tarrasque takes 60 damage or more on a single turn from a creature inside it, the tarrasque must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the tarrasque. If the tarrasque dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 30 feet of movement, exiting prone.",,,Attack: The tarrasque makes one claw attack or tail attack. | Move: The tarrasque moves up to half its speed. | Chomp (Costs 2 Actions): The tarrasque makes one bite attack or uses its Swallow.,3,,Free Basic Rules (2014),https://files.d20.io/images/391961341/wdKo5a35_bDPRAuHyVgO2g/original.png
Thug,Medium,humanoid (any race),Any Non-good Alignment,11 (Leather Armor),32 (5d8+10),30 ft.,1/2,100,15,+2,11,+0,14,+2,10,+0,10,+0,11,+0,,Intimidation +2,10,,Any One Language (Usually Common),,,,,,,,,Pack Tactics: The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Multiattack: The thug makes two melee attacks. | Mace:  | Heavy Crossbow: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116332/rbAHhU48WK0-FQ5B_mv2Pg/original.png
Tiger,Large,beast,Unaligned,12,37 (5d10+10),40 ft.,1,200,17,+3,15,+2,14,+2,3,-4,12,+1,8,-1,,"Perception +3, Stealth +6",13,Darkvision 60 Ft.,,,,,,,,,,"Keen Smell: The tiger has advantage on Wisdom (Perception) checks that rely on smell. | Pounce: If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.",Bite:  | Claw: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116341/Kd2d0GfWf4EnMahsIZMzxg/original.png
Treant,Huge,plant,Chaotic Good,16 (Natural Armor),138 (12d12+60),30 ft.,9,"5,000",23,+6,8,-1,21,+5,12,+1,16,+3,12,+1,,,13,,"Common, Druidic, Elvish, Sylvan",Fire,,"Bludgeoning, Piercing",,,,,,"False Appearance: While the treant remains motionless, it is indistinguishable from a normal tree. | Siege Monster: The treant deals double damage to objects and structures.","Multiattack: The treant makes two slam attacks. | Slam:  | Rock:  | Animate Trees (1/Day): The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree. The tree then takes root if possible.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116352/QOiKAHhLLsA_kKvL6Fj_ww/original.png
Tribal Warrior,Medium,humanoid (any race),Any Alignment,12 (Hide Armor),11 (2d8+2),30 ft.,1/8,25,13,+1,11,+0,12,+1,8,-1,11,+0,8,-1,,,10,,Any One Language,,,,,,,,,Pack Tactics: The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Spear: two handed | Spear:  | Spear: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/391961341/wdKo5a35_bDPRAuHyVgO2g/original.png
Triceratops,Huge,beast,Unaligned,13 (Natural Armor),95 (10d12+30),50 ft.,5,"1,800",22,+6,9,-1,17,+3,2,-4,11,+0,5,-3,,,10,,,,,,,,,,,"Trampling Charge: If the triceratops moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.",Gore:  | Stomp: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116360/mulc4jBUls0_N3i5hooHKg/original.png
Troll,Large,giant,Chaotic Evil,15 (Natural Armor),84 (8d10+40),30 ft.,5,"1,800",18,+4,13,+1,20,+5,7,-2,9,-1,7,-2,,Perception +2,12,Darkvision 60 Ft.,Giant,,,,,,,,,"Keen Smell: The troll has advantage on Wisdom (Perception) checks that rely on smell. | Regeneration: The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",Multiattack: The troll makes three attacks: one with its bite and two with its claws. | Bite:  | Claw: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116370/gNl4cSclpNc3Y-ygxdNuQQ/original.png
Tyrannosaurus Rex,Huge,beast,Unaligned,13 (Natural Armor),136 (13d12+52),50 ft.,8,"3,900",25,+7,10,+0,19,+4,2,-4,12,+1,9,-1,,Perception +4,14,,,,,,,,,,,,"Multiattack: The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target. | Bite: If the target is a Medium or smaller creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the tyrannosaurus can't bite another target | Tail: ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116380/fXiq8SQfvrWfE04ewhEg3g/original.png
Unicorn,Large,celestial,Lawful Good,12,67 (9d10+18),50 ft.,5,"1,800",18,+4,14,+2,15,+2,11,+0,17,+3,16,+3,,,13,Darkvision 60 Ft.,"Celestial, Elvish, Sylvan, Telepathy 60 Ft.",,,,Poison,"Charmed, Paralyzed, Poisoned",,,,"Charge: If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone. | Innate Spellcasting: The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:   At will: detect evil and good, druidcraft, pass without trace 1/day each: calm emotions, dispel evil and good, entangle | Magic Resistance: The unicorn has advantage on saving throws against spells and other magical effects. | Magic Weapons: The unicorn's weapon attacks are magical.","Multiattack: The unicorn makes two attacks: one with its hooves and one with its horn. | Hooves:  | Horn:  | Healing Touch (3/Day): The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target. | Teleport (1/Day): The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.",,,"Hooves: The unicorn makes one attack with its hooves. | Shimmering Shield (Costs 2 Actions): The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 ft. of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn. | Heal Self (Costs 3 Actions): The unicorn magically regains 11 (2d8 + 2) hit points.",3,,Free Basic Rules (2014),https://files.d20.io/images/390116392/X-oCxZqxDAz0xdDisKKqhw/original.png
Vampire,Medium,undead (shapechanger),Lawful Evil,16 (Natural Armor),144 (17d8+68),30 ft.,13,"10,000",18,+4,18,+4,18,+4,17,+3,15,+2,18,+4,"Dex +9, Wis +7, Cha +9","Perception +7, Stealth +9",17,Darkvision 120 Ft.,The Languages It Knew In Life,,,"Necrotic; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",,,,,,"Shapechanger: If the vampire isn't in sun light or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form. While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies. While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage it takes from sunlight. | Legendary Resistance (3/Day): If the vampire fails a saving throw, it can choose to succeed instead. | Misty Escape: When it drops to 0 hit points outside its resting place, the vampire transforms into a cloud of mist (as in the Shapechanger trait) instead of falling unconscious, provided that it isn't in sunlight or running water. If it can't transform, it is destroyed. While it has 0 hit points in mist form, it can't revert to its vampire form, and it must reach its resting place within 2 hours or be destroyed. Once in its resting place, it reverts to its vampire form. It is then paralyzed until it regains at least 1 hit point. After spending 1 hour in its resting place with 0 hit points, it regains 1 hit point. | Regeneration: The vampire regains 20 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn. | Spider Climb: The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Vampire Weaknesses: The vampire has the following flaws:  Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants. Harmed by Running Water. The vampire takes 20 acid damage if it ends its turn in running water. Stake to the Heart. If a piercing weapon made of wood is driven into the vampire's heart while the vampire is incapacitated in its resting place, the vampire is paralyzed until the stake is removed. Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack (Vampire Form Only): The vampire makes two attacks, only one of which can be a bite attack. | Unarmed Strike (Vampire Form Only): Instead of dealing damage, the vampire can grapple the target (escape DC 18) | Bite (Bat or Vampire Form Only): The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control | Charm: The vampire targets one humanoid it can see within 30 ft. of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected. Although the target isn't under the vampire's control, it takes the vampire's requests or actions in the most favorable way it can, and it is a willing target for the vampire's bit attack. Each time the vampire or the vampire's companions do anything harmful to the target, it can repeat the saving throw, ending the effect on itself on a success. Otherwise, the effect lasts 24 hours or until the vampire is destroyed, is on a different plane of existence than the target, or takes a bonus action to end the effect. | Children of the Night (1/Day): The vampire magically calls 2d4 swarms of bats or rats, provided that the sun isn't up. While outdoors, the vampire can call 3d6 wolves instead. The called creatures arrive in 1d4 rounds, acting as allies of the vampire and obeying its spoken commands. The beasts remain for 1 hour, until the vampire dies, or until the vampire dismisses them as a bonus action.",,,Move: The vampire moves up to its speed without provoking opportunity attacks. | Unarmed Strike: The vampire makes one unarmed strike. | Bite (Costs 2 Actions): The vampire makes one bite attack.,3,,Free Basic Rules (2014),https://files.d20.io/images/390116529/DoJAP-8eVBEwF7RWfyKbtQ/original.png
Vampire Spawn,Medium,undead,Neutral Evil,15 (Natural Armor),82 (11d8+33),30 ft.,5,"1,800",16,+3,16,+3,16,+3,11,+0,10,+0,12,+1,"Dex +6, Wis +3","Perception +3, Stealth +6",13,Darkvision 60 Ft.,The Languages It Knew In Life,,,"Necrotic; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",,,,,,"Regeneration: The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn. | Spider Climb: The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | Vampire Weaknesses: The vampire has the following flaws:  Forbiddance. The vampire can't enter a residence without an invitation from one of the occupants. Harmed by Running Water. The vampire takes 20 acid damage when it ends its turn in running water. Stake to the Heart. The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place. Sunlight Hypersensitivity. The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.","Multiattack: The vampire makes two attacks, only one of which can be a bite attack. | Bite: The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0 | Claws: Instead of dealing damage, the vampire can grapple the target (escape DC 13)",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116534/wJu5QvMozE1EAyHseutxkA/original.png
Veteran,Medium,humanoid (any race),Any Alignment,17 (Splint),58 (9d8+18),30 ft.,3,700,16,+3,13,+1,14,+2,10,+0,11,+0,10,+0,,"Athletics +5, Perception +2",12,,Any One Language (Usually Common),,,,,,,,,,"Multiattack: The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack. | Longsword (One-Handed):  | Longsword (Two-Handed):  | Shortsword:  | Heavy Crossbow: ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116555/7ms4_HZ0ixjzVYo5MHRoAQ/original.png
Violet Fungus,Medium,plant,Unaligned,5,18 (4d8),5 ft.,1/4,50,3,-4,1,-5,10,+0,1,-5,3,-4,1,-5,,,6,Blindsight 30 Ft. (Blind Beyond This Radius),,,,,,"Blinded, Deafened, Frightened",,,,"False Appearance: While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",Multiattack: The fungus makes 1d4 Rotting Touch attacks. | Rotting Touch: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390067410/yu7oQQCJrINX--wYOxsp-g/original.png
Vrock,Large,fiend (demon),Chaotic Evil,15 (Natural Armor),104 (11d10+44),"40 ft., fly 60 ft.",6,"2,300",17,+3,15,+2,18,+4,8,-1,13,+1,8,-1,"Dex +5, Wis +4, Cha +2",,11,Darkvision 120 Ft.,"Abyssal, Telepathy 120 Ft.",,,"Cold, Fire, Lightning; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",Poison,Poisoned,,,,Magic Resistance: The vrock has advantage on saving throws against spells and other magical effects.,"Multiattack: The vrock makes two attacks: one with its beak and one with its talons. | Beak:  | Talons:  | Spores (Recharge 6): A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it. | Stunning Screech (1/Day): The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116558/EbZ8_zUHP19FkxIwyrzCig/original.png
Vulture,Medium,beast,Unaligned,10,5 (1d8+1),"10 ft., fly 50 ft.",0,10,7,-2,10,+0,13,+1,2,-4,12,+1,4,-3,,Perception +3,13,,,,,,,,,,,Keen Sight and Smell: The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell. | Pack Tactics: The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Beak: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116569/mBwSqFvcE1wkroOqoN73LA/original.png
Warhorse,Large,beast,Unaligned,11,19 (3d10+3),60 ft.,1/2,100,18,+4,12,+1,13,+1,2,-4,12,+1,7,-2,,,11,,,,,,,,,,,"Trampling Charge: If the horse moves at least 20 ft. straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.",Hooves: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116579/_4__Bc05GYIcj4O23JV3rQ/original.png
Warhorse Skeleton,Large,undead,Lawful Evil,13 (Barding Scraps),22 (3d10+6),60 ft.,1/2,100,18,+4,12,+1,15,+2,2,-4,8,-1,5,-3,,,9,Darkvision 60 Ft.,,Bludgeoning,,,Poison,"Exhaustion, Poisoned",,,,,Hooves: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116586/5xt2QfjEWi_cUU3YYDSJ1Q/original.png
Water Elemental,Large,elemental,Neutral,14 (Natural Armor),114 (12d10+48),"30 ft., swim 90 ft.",5,"1,800",18,+4,14,+2,18,+4,5,-3,10,+0,8,-1,,,10,Darkvision 60 Ft.,Aquan,,,"Acid; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",Poison,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,,"Water Form: The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing. | Freeze: If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 ft. until the end of its next turn.","Multiattack: The elemental makes two slam attacks. | Slam:  | Whelm (Recharge 4-6): Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116591/xHOkQRtS25nF1a_-Dlqi9Q/original.png
Weasel,Tiny,beast,Unaligned,13,1 (1d4-1),30 ft.,0,10,3,-4,16,+3,8,-1,2,-4,12,+1,3,-4,,"Perception +3, Stealth +5",13,,,,,,,,,,,Keen Hearing and Smell: The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,Bite: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116596/jc0zd9C4FM1gFMkCZdoKkA/original.png
Werebear,Medium,"humanoid (human, shapechanger)",Neutral Good,"10 (In Humanoid Form, 11 In Bear And Hybrid Forms )",135 (18d8+54),"30 ft. (40 ft., climb 30 ft. in bear or hybrid form)",5,"1,800",19,+4,10,+0,17,+3,11,+0,12,+1,12,+1,,Perception +7,17,,Common (Can't Speak In Bear Form),,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",,,,,"Shapechanger: The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it. is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell: The werebear has advantage on WisGlom (Perception) checks that rely on smell.","Multiattack: In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid. | Bite (Bear or Hybrid Form Only): If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with were bear lycanthropy | Claw (Bear or Hybrid Form Only):  | Greataxe (Humanoid or Hybrid Form Only): ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116604/oQlVvrSnzvOV2pj3U8skgA/original.png
Wereboar,Medium,"humanoid (human, shapechanger)",Neutral Evil,"10 (In Humanoid Form, 11 In Boar And Hybrid Forms )",78 (12d8+24),30 ft. (40 ft. in boar form),4,"1,100",17,+3,10,+0,15,+2,10,+0,11,+0,8,-1,,Perception +2,12,,Common (Can't Speak In Boar Form),,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",,,,,"Shapechanger: The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Charge (Boar or Hybrid Form Only): If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone. | Relentless (Recharges after a Short or Long Rest): If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.","Multiattack (Humanoid or Hybrid Form Only): The wereboar makes two attacks, only one of which can be with its tusks. | Maul (Humanoid or Hybrid Form Only):  | Tusks (Boar or Hybrid Form Only): If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116867/WfLnKLUDLD3axcftOz_2Rw/original.png
Wererat,Medium,"humanoid (human, shapechanger)",Lawful Evil,12,33 (6d8+6),30 ft.,2,450,10,+0,15,+2,12,+1,11,+0,10,+0,8,-1,,"Perception +2, Stealth +4",12,Darkvision 60 Ft. (Rat Form Only),Common (Can't Speak In Rat Form),,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",,,,,"Shapechanger: The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell: The wererat has advantage on Wisdom (Perception) checks that rely on smell.","Multiattack (Humanoid or Hybrid Form Only): The wererat makes two attacks, only one of which can be a bite. | Bite (Rat or Hybrid Form Only).: If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy | Shortsword (Humanoid or Hybrid Form Only):  | Hand Crossbow (Humanoid or Hybrid Form Only): ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116877/fgfFKNmR0P2C8DyKn5G2_g/original.png
Weretiger,Medium,"humanoid (human, shapechanger)",Neutral,12,120 (16d8+48),30 ft. (40 ft. in tiger form),4,"1,100",17,+3,15,+2,16,+3,10,+0,13,+1,11,+0,,"Perception +5, Stealth +4",15,Darkvision 60 Ft.,Common (Can't Speak In Tiger Form),,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",,,,,"Shapechanger: The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell: The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pounce (Tiger or Hybrid Form Only): If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.","Multiattack (Humanoid or Hybrid Form Only): In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks. | Bite (Tiger or Hybrid Form Only): If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy | Claw (Tiger or Hybrid Form Only):  | Scimitar (Humanoid or Hybrid Form Only):  | Longbow (Humanoid or Hybrid Form Only): ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116892/bqTHSsLeo7amJBs1x6ZZww/original.png
Werewolf,Medium,"humanoid (human, shapechanger)",Chaotic Evil,"11 (In Humanoid Form, 12 In Wolf Or Hybrid Form)",58 (9d8+18),30 ft. (40 ft. in wolf form),3,700,15,+2,13,+1,14,+2,10,+0,11,+0,10,+0,,Perception +4,14,,Common (Can't Speak In Wolf Form),,,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks Not Made With Silvered Weapons",,,,,"Shapechanger: The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell: The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.","Multiattack (Humanoid or Hybrid Form Only): The werewolf makes two attacks: one with its bite and one with its claws or spear. | Bite (Wolf or Hybrid Form Only): If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy | Claws (Hybrid Form Only):  | Spear (Humanoid Form Only): two handed | Spear (Humanoid Form Only):  | Spear (Humanoid Form Only): ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116904/V1XE3gOTz6-hHEg-_jQt3g/original.png
White Dragon Wyrmling,Medium,dragon,Chaotic Evil,16 (Natural Armor),32 (5d8+10),"30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.",2,450,14,+2,10,+0,14,+2,5,-3,10,+0,11,+0,"Dex +2, Con +4, Wis +2, Cha +2","Perception +4, Stealth +2",14,"Blindsight 10 Ft., Darkvision 60 Ft.",Draconic,,,,Cold,,,,,,"Bite:  | Cold Breath (Recharge 5-6): The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116907/U9BF6Rnxzh4nr7i8Tg1Qdg/original.png
