Name,CR,actual_hp,predicted_hp,hp_error,hp_error_pct,hp_baseline,feature_hp,feature_dpr,feature_ac,feature_attack,hp_after_phase2,hp_after_resist_immun_penalty,resist_immun_resistance_penalty,resist_immun_immunity_penalty,resist_immun_total_penalty,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,phase2_ac_deviation_contribution,phase2_attack_deviation_contribution,phase2_dpr_deviation_contribution,phase2_save_dc_deviation_contribution,phase2_has_advantage_condition_contribution,phase2_has_disadvantage_condition_contribution,phase2_has_attackers_advantage_contribution,phase2_inflicts_prone_contribution,phase2_total_contribution,has_legendary_resistance_scaled,has_regeneration_scaled,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal_deviation,has_grapple,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,phase3_has_legendary_resistance_scaled,phase3_has_regeneration_scaled,phase3_vulnerability_count,phase3_legendary_actions_per_round,phase3_has_spellcasting,phase3_size_ordinal_deviation,phase3_has_grapple,phase3_inflicts_poisoned,phase3_inflicts_blinded,phase3_inflicts_charmed,phase3_inflicts_deafened,phase3_inflicts_frightened,phase3_inflicts_incapacitated,phase3_inflicts_paralyzed,phase3_inflicts_petrified,phase3_inflicts_restrained,phase3_inflicts_stunned,phase3_intercept,phase3_total_contribution
Magmin,0.5,9,20.426791037635958,11.426791037635958,126.96434486262176,33.0,0.0,4.666666666666666,0,0,28.125,21.09375,7.03125,0.0,7.03125,2.0,0.0,7.166666666666666,-1.0,0,0,0,0,-3.0,-0.0,-5.375,3.5,-0.0,0.0,0.0,-0.0,-4.875,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.6669589623640406
Lizardfolk,0.5,22,26.25,4.25,19.318181818181817,33.0,0.0,0.0,0,0,26.25,26.25,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0,0,0,0,-4.5,-0.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-6.75,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Magma Mephit,0.5,22,22.97850292891804,0.97850292891804,4.447740585991091,33.0,0.0,7.0,2,0,32.0,32.0,0.0,0.0,0.0,1.0,-1.0,6.0,-1.0,1,1,0,0,-1.5,2.0,-4.5,3.5,-1.5,1.0,0.0,-0.0,-1.0,0.0,0.0,1,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-4.684639175860011,-0.0,-3.669898932857909,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-9.02149707108196
Crocodile,0.5,19,34.04195896236404,15.041958962364042,79.1682050650739,33.0,0.0,0.0,0,0,33.375,33.375,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0,0,0,0,-0.0,-0.0,0.375,-0.0,-0.0,0.0,0.0,-0.0,0.375,0.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Black Bear,0.5,19,33.125,14.125,74.3421052631579,33.0,0.0,0.0,0,0,33.125,33.125,0.0,0.0,0.0,-1.0,-1.0,4.5,0.0,0,0,0,0,1.5,2.0,-3.375,-0.0,-0.0,0.0,0.0,-0.0,0.125,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Cockatrice,0.5,27,26.999998567837718,-1.4321622821000801e-06,-5.304304748518815e-06,33.0,0.0,0.0,0,0,43.375,43.375,0.0,0.0,0.0,-1.0,-1.0,-4.5,-1.0,0,0,0,0,1.5,2.0,3.375,3.5,-0.0,0.0,0.0,-0.0,10.375,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,1,1,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-15.708042469798242,0.0,0.0,0.0,-16.375001432162282
Swarm of Beetles,0.5,22,25.125,3.125,14.204545454545455,33.0,0.0,0.0,0,0,33.5,25.125,8.375,0.0,8.375,0.0,-1.0,2.0,0.0,0,0,0,0,-0.0,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Scout,0.5,16,27.75,11.75,73.4375,33.0,0.0,0.0,0,0,27.75,27.75,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0,0,0,0,-1.5,-0.0,-3.75,-0.0,-0.0,0.0,0.0,-0.0,-5.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Shadow,0.5,16,15.75286082413999,-0.24713917586000989,-1.5446198491250618,33.0,0.0,0.0,4,0,27.25,20.4375,6.8125,0.0,6.8125,4.0,0.0,1.0,0.0,0,1,0,0,-6.0,-0.0,-0.75,-0.0,-0.0,1.0,0.0,-0.0,-5.75,0.0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-4.684639175860011,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.684639175860011
Swarm of Spiders,0.5,22,25.125,3.125,14.204545454545455,33.0,0.0,0.0,0,0,33.5,25.125,8.375,0.0,8.375,0.0,-1.0,2.0,0.0,0,0,0,0,-0.0,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Warhorse,0.5,19,18.416958962364042,-0.583041037635958,-3.0686370401892527,33.0,0.0,3.6666666666666665,0,0,17.75,17.75,0.0,0.0,0.0,-1.0,2.0,6.666666666666666,2.0,0,0,0,1,1.5,-4.0,-5.0,-7.0,-0.0,0.0,0.0,-0.75,-15.25,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Warhorse Skeleton,0.5,22,21.23231978650403,-0.7676802134959715,-3.48945551589078,33.0,0.0,0.0,0,0,25.25,25.25,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0,0,0,0,-1.5,-4.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-7.75,0.0,0.0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-4.684639175860011,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.01768021349597
Thug,0.5,32,30.25,-1.75,-5.46875,33.0,0.0,0.0,0,1,30.25,30.25,0.0,0.0,0.0,-1.0,1.0,3.0,0.0,0,0,0,0,1.5,-2.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-2.75,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Worg,0.5,26,24.416958962364042,-1.583041037635958,-6.088619375522915,33.0,0.0,0.0,0,0,23.75,23.75,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0,0,0,1,-1.5,-2.0,-1.5,-3.5,-0.0,0.0,0.0,-0.75,-9.25,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Deep Gnome (Svirfneblin),0.5,16,19.169470032745185,3.169470032745185,19.809187704657404,33.0,0.0,0.0,0,0,29.125,29.125,0.0,0.0,0.0,3.0,0.0,-1.5,0.0,1,1,0,0,-4.5,-0.0,1.125,-0.0,-1.5,1.0,0.0,-0.0,-3.875,0.0,0.0,0,0,1,-1.0,0,1,1,0,1,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-3.669898932857909,-0.6669589623640406,0.0,0.0,-5.618672072032866,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-9.955529967254815
Dust Mephit,0.5,17,20.484830856885175,3.484830856885175,20.49900504050103,33.0,0.0,0.0,2,0,35.125,35.125,0.0,0.0,0.0,2.0,0.0,2.5,-2.0,0,0,0,0,-3.0,-0.0,-1.875,7.0,-0.0,0.0,0.0,-0.0,2.125,0.0,0.0,1,0,1,-1.0,0,0,1,0,0,0,0,0,0,0,0,0.0,-0.0,-4.684639175860011,-0.0,-3.669898932857909,-0.6669589623640406,0.0,0.0,-5.618672072032866,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-14.640169143114825
Ice Mephit,0.5,21,25.293863753058027,4.293863753058027,20.44697025265727,33.0,0.0,4.0,2,0,39.0,39.0,0.0,0.0,0.0,1.0,-1.0,2.0,-2.0,0,0,0,0,-1.5,2.0,-1.5,7.0,-0.0,0.0,0.0,-0.0,6.0,0.0,0.0,2,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-9.369278351720022,-0.0,-3.669898932857909,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-13.706136246941972
Swarm of Insects,0.5,22,25.125,3.125,14.204545454545455,33.0,0.0,0.0,0,0,33.5,25.125,8.375,0.0,8.375,0.0,-1.0,2.0,0.0,0,0,0,0,-0.0,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Darkmantle,0.5,22,22.339368965603093,0.33936896560309293,1.5425862072867862,33.0,0.0,0.0,0,0,28.625,28.625,0.0,0.0,0.0,-1.0,1.0,-1.5,1.0,1,0,0,0,1.5,-2.0,1.125,-3.5,-1.5,0.0,0.0,-0.0,-4.375,0.0,0.0,0,0,0,-1.0,0,0,1,0,1,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-5.618672072032866,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-6.285631034396907
Animated Armor,1.0,33,29.95959568899897,-3.04040431100103,-9.213346396972819,49.5,0.0,0.0,0,0,38.5,38.5,0.0,0.0,0.0,6.0,-1.0,-1.0,0.0,0,0,0,0,-15.0,3.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,-11.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-8.54040431100103
Bugbear,1.0,27,41.16666666666667,14.166666666666671,52.46913580246916,49.5,0.0,2.333333333333333,0,0,41.16666666666667,41.16666666666667,0.0,0.0,0.0,4.0,-1.0,1.3333333333333321,0.0,0,0,0,0,-10.0,3.0,-1.3333333333333321,-0.0,-0.0,0.0,0.0,-0.0,-8.333333333333332,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Brown Bear,1.0,34,46.07210491378352,12.07210491378352,35.506190922892706,49.5,0.0,0.0,0,0,44.5,44.5,0.0,0.0,0.0,-1.0,0.0,7.5,0.0,0,0,0,0,2.5,-0.0,-7.5,-0.0,-0.0,0.0,0.0,-0.0,-5.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Brass Dragon Wyrmling,1.0,16,35.16666666666667,19.16666666666667,119.7916666666667,49.5,0.0,6.833333333333333,4,0,35.16666666666667,35.16666666666667,0.0,0.0,0.0,8.0,-1.0,2.333333333333332,-1.0,0,0,0,0,-20.0,3.0,-2.333333333333332,5.0,-0.0,0.0,0.0,-0.0,-14.333333333333332,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Duergar,1.0,26,13.748814182241148,-12.251185817758852,-47.11994545291866,49.5,0.0,0.0,1,0,47.0,47.0,0.0,0.0,0.0,5.0,-1.0,-5.5,0.0,0,1,0,0,-12.5,3.0,5.5,-0.0,-0.0,1.5,0.0,-0.0,-2.5,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-33.25118581775885
Copper Dragon Wyrmling,1.0,22,32.5,10.5,47.72727272727273,49.5,0.0,9.5,4,0,32.5,32.5,0.0,0.0,0.0,8.0,-1.0,5.0,-1.0,0,0,0,0,-20.0,3.0,-5.0,5.0,-0.0,0.0,0.0,-0.0,-17.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Death Dog,1.0,39,28.919998404591325,-10.080001595408675,-25.846157936945318,49.5,0.0,0.0,0,0,53.5,53.5,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0,0,0,-0.0,3.0,1.0,-0.0,-0.0,0.0,0.0,-0.0,4.0,0.0,0.0,0,0,0,0.0,0,1,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.536046360244809,0.0,-15.894012317499193,0.0,-0.14994291766467027,-0.0,-0.0,-0.0,0.0,0.0,0.0,-24.58000159540867
Dire Wolf,1.0,37,30.40670060278249,-6.5932993972175105,-17.819728100587866,49.5,0.0,0.0,0,1,37.375,37.375,0.0,0.0,0.0,2.0,1.0,-2.0,1.0,0,0,0,1,-5.0,-3.0,2.0,-5.0,-0.0,0.0,0.0,-1.125,-12.125,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-6.9682993972175105
Ghoul,1.0,22,48.14282649974034,26.142826499740337,118.83102954427427,49.5,0.0,0.0,0,0,65.5,65.5,0.0,0.0,0.0,0.0,-1.0,-3.0,-2.0,0,0,0,0,-0.0,3.0,3.0,10.0,-0.0,0.0,0.0,-0.0,16.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-17.35717350025966
Giant Vulture,1.0,22,43.53170060278249,21.531700602782493,97.87136637628406,49.5,0.0,0.0,0,1,50.5,50.5,0.0,0.0,0.0,-2.0,0.0,4.0,0.0,0,0,0,0,5.0,-0.0,-4.0,-0.0,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-6.9682993972175105
Giant Toad,1.0,39,42.780438247116855,3.780438247116855,9.69343140286373,49.5,0.0,6.666666666666666,0,0,41.208333333333336,41.208333333333336,0.0,0.0,0.0,-1.0,-1.0,7.666666666666664,1.0,0,0,0,1,2.5,3.0,-7.666666666666664,-5.0,-0.0,0.0,0.0,-1.125,-8.291666666666664,0.0,0.0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Giant Octopus,1.0,52,35.57210491378352,-16.42789508621648,-31.592105935031693,49.5,0.0,0.0,0,0,34.0,34.0,0.0,0.0,0.0,-1.0,0.0,-2.0,4.0,0,0,0,0,2.5,-0.0,2.0,-20.0,-0.0,0.0,0.0,-0.0,-15.5,0.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Giant Spider,1.0,26,13.178885053279053,-12.821114946720947,-49.311980564311334,49.5,0.0,0.0,1,0,37.5,37.5,0.0,0.0,0.0,3.0,0.0,4.5,0.0,0,0,0,0,-7.5,-0.0,-4.5,-0.0,-0.0,0.0,0.0,-0.0,-12.0,0.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-8.536046360244809,0.0,-0.0,0.0,-0.0,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-24.321114946720947
Giant Hyena,1.0,45,51.07210491378352,6.0721049137835195,13.493566475074486,49.5,0.0,2.0,0,0,49.5,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Giant Eagle,1.0,26,44.07210491378352,18.07210491378352,69.50809582224431,49.5,0.0,0.0,0,0,42.5,42.5,0.0,0.0,0.0,1.0,0.0,4.5,0.0,0,0,0,0,-2.5,-0.0,-4.5,-0.0,-0.0,0.0,0.0,-0.0,-7.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Imp,1.0,10,32.29329017243296,22.29329017243296,222.9329017243296,49.5,0.0,0.0,3,0,40.5,35.4375,5.0625,0.0,5.0625,4.0,0.0,4.0,-1.0,0,0,0,0,-10.0,-0.0,-4.0,5.0,-0.0,0.0,0.0,-0.0,-9.0,0.0,0.0,0,0,0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-3.1442098275670394,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-3.1442098275670394
Lion,1.0,26,35.40670060278249,9.406700602782493,36.17961770300958,49.5,0.0,2.5,0,1,42.375,42.375,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,0,0,0,1,-0.0,-3.0,2.0,-5.0,-0.0,0.0,0.0,-1.125,-7.125,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-6.9682993972175105
Spy,1.0,27,35.709595688998974,8.709595688998974,32.25776181110731,49.5,0.0,7.0,0,0,44.25,44.25,0.0,0.0,0.0,0.0,-1.0,6.0,0.0,1,0,0,0,-0.0,3.0,-6.0,-0.0,-2.25,0.0,0.0,-0.0,-5.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-8.54040431100103
Swarm of Quippers,1.0,28,28.875,0.875,3.125,49.5,0.0,0.0,0,4,33.0,28.875,4.125,0.0,4.125,1.0,4.0,2.0,0.0,0,0,0,0,-2.5,-12.0,-2.0,-0.0,-0.0,0.0,0.0,-0.0,-16.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Tiger,1.0,37,45.61377158045019,8.61377158045019,23.28046373094646,49.5,0.0,2.833333333333333,0,0,44.04166666666667,44.04166666666667,0.0,0.0,0.0,0.0,0.0,-0.6666666666666679,1.0,0,0,0,1,-0.0,-0.0,0.6666666666666679,-5.0,-0.0,0.0,0.0,-1.125,-5.458333333333332,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Specter,1.0,22,52.9375,30.9375,140.625,49.5,0.0,0.0,2,0,60.5,52.9375,7.5625,0.0,7.5625,2.0,-1.0,-1.5,-2.0,0,1,0,0,-5.0,3.0,1.5,10.0,-0.0,1.5,0.0,-0.0,11.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Harpy,1.0,38,41.06558337149978,3.065583371499777,8.067324661841518,49.5,0.0,0.0,0,0,65.5,65.5,0.0,0.0,0.0,-1.0,-2.0,-2.5,-1.0,0,0,0,0,2.5,6.0,2.5,5.0,-0.0,0.0,0.0,-0.0,16.0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-8.54040431100103,-0.0,-0.0,0.0,0.0,0.0,-24.434416628500223
Hippogriff,1.0,19,47.07210491378352,28.07210491378352,147.74792059886065,49.5,0.0,0.0,0,0,45.5,45.5,0.0,0.0,0.0,-1.0,0.0,6.5,0.0,0,0,0,0,2.5,-0.0,-6.5,-0.0,-0.0,0.0,0.0,-0.0,-4.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5721049137835197,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.5721049137835197
Quasit,1.0,7,35.41980089452348,28.419800894523483,405.99715563604974,49.5,0.0,0.0,3,0,54.0,47.25,6.75,0.0,6.75,4.0,-1.0,-1.5,-2.0,0,0,0,0,-10.0,3.0,1.5,10.0,-0.0,0.0,0.0,-0.0,4.5,0.0,0.0,0,0,0,-2.0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-3.1442098275670394,0.0,-8.536046360244809,0.0,-0.0,0.0,-0.14994291766467027,-0.0,-0.0,-0.0,0.0,0.0,0.0,-11.830199105476519
Dryad,1.0,22,6.605987682500807,-15.394012317499193,-69.97278326135998,49.5,0.0,0.0,8,0,22.5,22.5,0.0,0.0,0.0,7.0,1.0,-3.5,2.0,0,0,0,0,-17.5,-3.0,3.5,-10.0,-0.0,0.0,0.0,-0.0,-27.0,0.0,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-15.894012317499193
Druid,2.0,27,56.4,29.4,108.88888888888889,54.0,0.0,0.0,6,0,56.4,56.4,0.0,0.0,0.0,4.0,-1.0,-4.4,-1.0,0,0,0,0,-10.0,3.0,4.4,5.0,-0.0,0.0,0.0,-0.0,2.4000000000000004,0.0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Cult Fanatic,2.0,33,29.098871264576474,-3.9011287354235265,-11.821602228556142,54.0,0.0,0.0,2,0,62.5,62.5,0.0,0.0,0.0,2.0,-1.0,-0.5,-2.0,0,0,0,0,-5.0,3.0,0.5,10.0,-0.0,0.0,0.0,-0.0,8.5,0.0,0.0,0,0,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-15.894012317499193,0.0,-0.14994291766467027,-0.0,-17.35717350025966,-0.0,0.0,0.0,0.0,-33.40112873542353
Wererat,2.0,33,60.75,27.75,84.0909090909091,54.0,0.0,0.0,0,0,81.0,60.75,0.0,20.25,20.25,-1.0,-1.0,-11.5,-2.0,0,0,0,0,2.5,3.0,11.5,10.0,-0.0,0.0,0.0,-0.0,27.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Swarm of Poisonous Snakes,2.0,36,58.1875,22.1875,61.63194444444444,54.0,0.0,0.0,0,0,66.5,58.1875,8.3125,0.0,8.3125,1.0,1.0,-3.0,-3.0,0,0,0,0,-2.5,-3.0,3.0,15.0,-0.0,0.0,0.0,-0.0,12.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
