Name,cr_numeric,HP,AC,boss_score,lieutenant_score,minion_score,solo_challenge_score,enhanced_version_score,brute_score,tank_score,skirmisher_score,spellcaster_score,controller_score,ambusher_score,swarm_score,archetypes,family_position,family_size
Scout,0.5,16 (3d8+3),13 (Leather Armor),0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,"Minion, Brute, Skirmisher",minion,2
Sea Hag,2.0,52 (7d8+21),14 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,"Lieutenant, Ambusher",solo,1
Sea Horse,0.0,1 (1d4-1),11,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Seahorse,0.0,1 (1d4 - 1),12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Shadow,0.5,16 (3d8+3),12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.3,0.4,0.0,"Controller, Ambusher",solo,1
Shambling Mound,5.0,136 (16d10+48),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,Controller,solo,1
Shield Guardian,7.0,142 (15d10+60),17 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,Lieutenant,solo,1
Shrieker,0.0,13 (3d8),5,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,"Tank, Skirmisher",solo,1
Shrieker Fungus,0.0,13 (3d8),5,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.7,0.0,0.0,0.0,0.0,"Tank, Skirmisher",solo,1
Silver Dragon Wyrmling,2.0,45 (6d8+18),17 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.6000000000000001,0.5,0.0,0.2,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Skeleton,0.25,13 (2d8+4),13 (Armor Scraps),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Slaad Tadpole,0.125,7 (3d4),12,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Solar,21.0,243 (18d10+144),21 (Natural Armor),1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.8,0.6,0.0,0.0,0.0,"Boss, Lieutenant, Brute, Skirmisher, Spellcaster",solo,1
Specter,1.0,22 (5d8),12,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.3,0.0,0.0,"Brute, Skirmisher, Controller",solo,1
Sphinx of Lore,11.0,170 (20d10 + 60),17,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,"Boss, Skirmisher",solo,1
Sphinx of Valor,17.0,199 (19d10 + 95),17,1.0,0.3,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.6,0.0,0.0,"Boss, Lieutenant, Skirmisher, Controller",solo,1
Sphinx of Wonder,1.0,24 (7d4 + 7),13,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Spider,0.0,1 (1d4-1),12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3,0.0,0.0,Controller,solo,1
Spirit Naga,8.0,75 (10d10+20),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.9,0.0,0.0,0.0,"Brute, Tank, Spellcaster",solo,1
Sprite,0.25,2 (1d4),15 (Leather Armor),0.2,0.3,0.0,0.0,0.0,0.2,0.6000000000000001,0.7,0.0,0.0,0.4,0.0,"Lieutenant, Tank, Skirmisher, Ambusher",solo,1
Spy,1.0,27 (6d8),12,0.4,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Boss, Lieutenant",solo,1
Steam Mephit,0.25,21 (6d6),10,0.2,0.0,0.0,0.4,0.0,0.2,0.2,0.5,0.6,0.0,0.0,0.0,"Solo Challenge, Skirmisher, Spellcaster",solo,1
Stirge,0.125,2 (1d4),14 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Stone Giant,7.0,126 (11d12+55),17 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,"Skirmisher, Ambusher",solo,1
Stone Golem,10.0,178 (17d10+85),17 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,Brute,solo,1
Storm Giant,13.0,230 (20d12+100),16 (Scale Mail),0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.3,0.6,0.0,0.0,0.0,"Brute, Tank, Skirmisher, Spellcaster",solo,1
Succubus,4.0,66 (12d8 + 12),15 (Natural Armor),0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.0,0.0,"Boss, Lieutenant, Skirmisher",solo,1
Succubus (Incubus),4.0,66 (12d8+12),15 (Natural Armor),0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.0,0.0,"Boss, Lieutenant, Skirmisher",solo,1
Swarm of Bats,0.25,22 (5d8),12,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.0,0.0,0.0,0.9,"Brute, Skirmisher, Swarm",solo,1
Swarm of Beetles,0.5,22 (5d8),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,Swarm,solo,1
Swarm of Centipedes,0.5,22 (5d8),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.9,Swarm,solo,1
Swarm of Crawling Claws,3.0,49 (11d8),12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.9,Swarm,solo,1
Swarm of Insects,0.5,22 (5d8),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,Swarm,solo,1
Swarm of Piranhas,1.0,28 (8d8 - 8),13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.9,"Skirmisher, Swarm",solo,1
Swarm of Poisonous Snakes,2.0,36 (8d8),14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.9,Swarm,solo,1
Swarm of Quippers,1.0,28 (8d8-8),13,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9,"Brute, Swarm",solo,1
Swarm of Rats,0.25,24 (7d8-7),10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.9,Swarm,solo,1
Swarm of Ravens,0.25,24 (7d8-7),12,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.0,0.0,0.0,0.9,"Brute, Skirmisher, Swarm",solo,1
Swarm of Spiders,0.5,22 (5d8),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.9,"Controller, Swarm",solo,1
Swarm of Venomous Snakes,2.0,36 (8d8),14,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.9,"Brute, Swarm",solo,1
Swarm of Wasps,0.5,22 (5d8),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9,"Skirmisher, Swarm",solo,1
Tarrasque,30.0,676 (33d20+330),25 (Natural Armor),1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.6,0.0,0.0,"Boss, Brute, Controller",solo,1
Thug,0.5,32 (5d8+10),11 (Leather Armor),0.2,0.3,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion",solo,1
Tiger,1.0,37 (5d10+10),12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,Standard,solo,1
Tough,0.5,32 (5d8 + 10),12,0.2,0.3,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion",minion,2
Tough Boss,4.0,82 (11d8 + 33),16,0.8999999999999999,0.3,0.5,0.3,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Minion, Solo Challenge",boss,2
Treant,9.0,138 (12d12+60),16 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,Lieutenant,solo,1
Tribal Warrior,0.125,11 (2d8+2),12 (Hide Armor),0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,"Lieutenant, Minion",solo,1
Triceratops,5.0,95 (10d12+30),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.2,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Troll,5.0,84 (8d10+40),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Standard,solo,1
Troll Limb,0.5,14 (4d6),13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Tyrannosaurus Rex,8.0,136 (13d12+52),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.4,0.0,0.0,"Brute, Skirmisher, Controller",solo,1
Unicorn,5.0,67 (9d10+18),12,1.0,0.3,0.0,0.0,0.0,0.2,0.2,0.3,0.6,0.2,0.0,0.0,"Boss, Lieutenant, Skirmisher, Spellcaster",solo,1
Vampire,13.0,144 (17d8+68),16 (Natural Armor),1.0,0.3,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.6,0.0,0.0,"Boss, Lieutenant, Brute, Controller",solo,1
Vampire Familiar,3.0,65 (10d8 + 20),15,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,"Lieutenant, Brute",solo,1
Vampire Spawn,5.0,82 (11d8+33),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.0,Controller,solo,1
Venomous Snake,0.125,5 (2d4),12,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Veteran,3.0,58 (9d8+18),17 (Splint),0.0,0.4,0.5,0.0,0.0,0.2,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Tank",minion,2
Violet Fungus,0.25,18 (4d8),5,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.7,0.0,0.0,0.0,0.0,"Tank, Skirmisher",solo,1
Vrock,6.0,104 (11d10+44),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Vulture,0.0,5 (1d8+1),10,0.2,0.3,0.5,0.0,0.0,0.7,0.5,0.3,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank, Skirmisher",solo,1
Warhorse,0.5,19 (3d10+3),11,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Warhorse Skeleton,0.5,22 (3d10+6),13 (Barding Scraps),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Warrior Infantry,0.125,9 (2d8),13,0.2,0.3,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank",solo,1
Warrior Veteran,3.0,65 (10d8 + 20),17,0.4,0.4,0.0,0.0,0.0,0.5,0.4,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Brute, Tank",boss,2
Water Elemental,5.0,114 (12d10+48),14 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,"Lieutenant, Controller",solo,1
Weasel,0.0,1 (1d4-1),13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Werebear,5.0,135 (18d8+54),"10 (In Humanoid Form, 11 In Bear And Hybrid Forms )",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Wereboar,4.0,78 (12d8+24),"10 (In Humanoid Form, 11 In Boar And Hybrid Forms )",0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,Standard,solo,1
Wererat,2.0,33 (6d8+6),12,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,Brute,solo,1
Weretiger,4.0,120 (16d8+48),12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,Standard,solo,1
Werewolf,3.0,58 (9d8+18),"11 (In Humanoid Form, 12 In Wolf Or Hybrid Form)",0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Standard,solo,1
White Dragon Wyrmling,2.0,32 (5d8+10),16 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Wight,3.0,45 (6d8+18),14 (Studded Leather),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
Will-o'-Wisp,2.0,22,19,0.2,0.3,0.0,0.4,0.0,0.2,0.6000000000000001,0.7,0.0,0.3,0.4,0.0,"Lieutenant, Solo Challenge, Tank, Skirmisher, Controller, Ambusher",solo,1
Winter Wolf,3.0,75 (10d10+20),13 (Natural Armor),0.2,0.3,0.5,0.4,0.0,0.3,0.5,0.3,0.0,0.2,0.4,0.0,"Lieutenant, Minion, Solo Challenge, Brute, Tank, Skirmisher, Ambusher",solo,1
Wolf,0.25,11 (2d8+2),13 (Natural Armor),0.2,0.3,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.0,"Lieutenant, Minion, Skirmisher",minion,2
Worg,0.5,26 (4d10+4),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Wraith,5.0,67 (9d8+27),13,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.0,0.3,0.0,0.0,"Brute, Skirmisher, Controller",solo,1
Wyvern,6.0,110 (13d10+39),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Xorn,5.0,73 (7d8+42),19 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.0,0.0,0.4,0.0,"Brute, Tank, Ambusher",solo,1
Young Black Dragon,7.0,127 (15d10+45),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Tank, Skirmisher",minion,3
Young Blue Dragon,9.0,152 (16d10+64),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Brass Dragon,6.0,110 (13d10+39),17 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Bronze Dragon,8.0,142 (15d10+60),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Copper Dragon,7.0,119 (14d10+42),17 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Gold Dragon,10.0,178 (17d10+85),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Green Dragon,8.0,136 (16d10+48),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Red Dragon,10.0,178 (17d10+85),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young Silver Dragon,9.0,168 (16d10+80),18 (Natural Armor),0.0,0.0,0.5,0.4,0.0,0.0,0.2,0.8,0.0,0.2,0.0,0.0,"Minion, Solo Challenge, Skirmisher",minion,3
Young White Dragon,6.0,133 (14d10+56),17 (Natural Armor),0.2,0.3,0.5,0.4,0.0,0.3,0.0,0.5,0.0,0.3,0.0,0.0,"Lieutenant, Minion, Solo Challenge, Brute, Skirmisher, Controller",minion,3
Zombie,0.25,22 (3d8+9),8,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,"Tank, Skirmisher",solo,1
